,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
33,2023-10-08,97168.58373368558,68296.60542216412,82355.39227591449,94767.91320676815,99541.17068881745,-21937.376066363366,-25096.02229270561,-18931.00123319131,-11188.151764773225,-11970.757145674794,-10370.064995127193,-10749.224301590142,-13960.957342808137,-7783.397637848938,0.0,0.0,0.0,75231.20766732222
34,2023-10-09,97099.06313968802,70053.81567761177,82189.52023903823,94704.69649979031,99494.35283694959,-23278.387226145343,-26568.528416895355,-19664.85181007875,-12731.200400341959,-13656.483182790998,-11725.328452124353,-10547.186825803386,-13780.699674906742,-7377.970087356841,0.0,0.0,0.0,73820.67591354268
35,2023-10-10,97029.54254569046,79461.08258753628,92718.63623982882,94623.22458446455,99422.49052658443,-9935.991668629997,-13109.053116401688,-7074.936934388717,414.55036568508024,-317.4353527965481,1137.6657694406038,-10350.542034315076,-13578.944068131826,-7217.62364098677,0.0,0.0,0.0,87093.55087706046
36,2023-10-11,96958.16534023861,85698.74400168931,98173.30787243534,94504.48809678071,99359.29513798875,-5055.134847615616,-7670.263224692914,-2150.836144047106,5095.03488081031,4392.123417723244,5971.917193057401,-10150.169728425926,-13308.703718730538,-6864.466815388963,0.0,0.0,0.0,91903.030492623
37,2023-10-12,96886.78813478677,86877.99988168137,102573.51900142508,94449.90713952217,99278.35841790134,-1253.3109816230012,-4429.544252063517,2461.16367176411,8683.380987730896,7788.980586792281,9413.456337795766,-9936.691969353895,-12984.052901823634,-6959.4295510984075,0.0,0.0,0.0,95633.47715316377
38,2023-10-13,96815.41092933492,82735.36994342353,97232.50712256321,94363.24841705097,99217.6177768559,-5900.208871763562,-8576.26970204712,-3078.485153241439,3800.700122615015,3170.592714758094,4522.986251153075,-9700.908994378577,-12551.759864517004,-6904.630863948011,0.0,0.0,0.0,90915.20205757135
39,2023-10-14,96744.03372388307,86841.35082424416,99866.71153479483,94276.58969457979,99155.83572464353,-3508.5494668639753,-6496.563290432457,-677.506155433463,5925.685808284837,5240.031374422333,6602.870373621231,-9434.235275148812,-12205.900306112973,-6453.450848979228,0.0,0.0,0.0,93235.4842570191
40,2023-10-15,96672.65651843122,68237.28443829194,82504.36687851358,94200.36620058405,99078.82249259912,-20317.272124446576,-23257.10199762684,-17139.93001765002,-11188.151764796514,-11970.757145699854,-10370.064995148974,-9129.120359650067,-11746.357360279615,-6062.072318458066,0.0,0.0,0.0,76355.38439398464
41,2023-10-16,96601.27931297937,69132.08988660813,82305.38087837063,94129.4893539062,98976.89985144477,-21510.63985734128,-24840.135036856645,-17665.918792499266,-12731.200400341977,-13656.483182791122,-11725.328452126689,-8779.4394569993,-11326.986260876223,-5539.051021389685,0.0,0.0,0.0,75090.6394556381
42,2023-10-17,96529.90210752752,83111.26076740722,94232.90563511956,94083.70768179503,98869.33075009225,-7966.289167733159,-11062.09914631502,-4952.5976978326025,414.55036567927266,-317.43535280289757,1137.6657694362996,-8380.839533412433,-10904.130915661939,-5014.16286964986,0.0,0.0,0.0,88563.61293979436
43,2023-10-18,96458.52490207567,87995.4628635061,101143.26272775437,94056.01455980295,98761.76164873973,-2835.9930868812453,-5514.362729519524,359.97490066012176,5095.034880823055,4392.123417739938,5971.91719307289,-7931.027967704299,-10410.947999179507,-4496.710269730136,0.0,0.0,0.0,93622.53181519442
44,2023-10-19,96387.14769662383,90892.60761577521,104672.32925353543,94045.09740849049,98654.19254738721,1253.388458265127,-1568.0822902382404,4896.102810392334,8683.380987743474,7788.980586815418,9413.456337807484,-7429.992529478348,-10077.940988542738,-3980.9741537929663,0.0,0.0,0.0,97640.53615488895
45,2023-10-20,96315.77049117198,86498.02961411753,98770.98738332152,94038.94015916604,98603.2036269097,-3079.443420390654,-5804.5003448598445,257.5897816168575,3800.700122614009,3170.5927147591597,4522.986251152355,-6880.143543004664,-9635.283444796345,-3506.603249163629,0.0,0.0,0.0,93236.32707078132
46,2023-10-21,96244.39328572013,87743.75997379328,101388.95601016893,93994.89819287776,98558.5694335055,-360.68571440092273,-2800.155104210244,2616.9641573937984,5925.685808263187,5240.03137439497,6602.870373607045,-6286.371522664109,-8962.546345004956,-3100.647108177309,0.0,0.0,0.0,95883.7075713192
47,2023-10-22,96170.82307514634,74316.9057203699,88044.4037777748,93931.285454593,98510.8536811034,-16844.168003372717,-19645.360411443333,-13206.455303308823,-11188.151764782602,-11970.757145683017,-10370.064995133942,-5656.016238590115,-8159.400089333819,-2620.2873083596483,0.0,0.0,0.0,79326.65507177362
48,2023-10-23,96097.25286457254,72680.18262303491,86751.73692673096,93790.21853548227,98444.40072835068,-17729.946413156467,-20684.4389035882,-14461.540321928529,-12731.200400341993,-13656.483182791251,-11725.328452129022,-4998.746012814471,-7621.479729447358,-1881.0866458818446,0.0,0.0,0.0,78367.30645141608
49,2023-10-24,96023.68265399874,86661.00951661557,98566.8576360607,93631.21830622465,98277.97983039872,-3911.7986035152867,-7112.5917203945155,-618.8002666337744,414.5503656386664,-317.43535283681445,1137.6657693931675,-4326.348969153953,-7014.162978605658,-1436.9284107738958,0.0,0.0,0.0,92111.88405048345
50,2023-10-25,95950.11244342495,89936.79594821775,104211.12137492096,93480.68785900803,98109.73042174208,1442.594006973924,-1440.90163459355,4387.977647825043,5095.034880835799,4392.123417756635,5971.917193088374,-3652.4408738618763,-6362.190413530193,-679.1808453956148,0.0,0.0,0.0,97392.70645039888
51,2023-10-26,95876.54223285113,92957.8851453294,109359.88928610305,93386.06906579585,97942.7212843386,5691.283970894583,2786.765133759323,8847.109688576127,8683.380987737186,7788.9805868040185,9413.456337802036,-2992.097016842602,-5761.16851807724,-220.77620835524095,0.0,0.0,0.0,101567.82620374572
52,2023-10-27,95802.97202227735,90341.92042258695,103695.80865040582,93321.21420017144,97883.39710436415,1439.281916367567,-1236.2401027350095,4222.255311168719,3800.700122615668,3170.59271476061,4522.9862511510455,-2361.4182062481,-5179.208115845496,380.2258597499537,0.0,0.0,0.0,97242.25393864492
53,2023-10-28,95729.40181170356,93926.6764329308,106631.46475812605,93339.38367366935,97824.07292438972,4148.642510564048,1509.1448759628397,7119.6357250142055,5925.68580826514,5240.031374399439,6602.8703736047955,-1777.0432977010892,-4407.072049638671,1243.2104381588342,0.0,0.0,0.0,99878.04432226761
54,2023-10-29,95655.83160112974,77035.15773680691,90464.72509248336,93365.62752149852,97726.7323103789,-12443.774441451276,-15614.176981457242,-9312.893557276151,-11188.151764805889,-11970.757145708076,-10370.064995155722,-1255.6226766453844,-3816.380677618945,1749.6534418878196,0.0,0.0,0.0,83212.05715967847
55,2023-10-30,95582.26139055596,75077.68707042164,89439.41131073714,93391.8713693277,97668.69580955188,-13544.469091676585,-16613.079107555648,-10917.616419792499,-12731.200400342015,-13656.483182791377,-11725.32845213136,-813.2686913345773,-3321.1878287179416,2306.79375628429,0.0,0.0,0.0,82037.79229887937
